direction,entry_time,entry_price,exit_time,exit_price,duration,pnl,reason
SHORT,2026-01-01T00:00,2979.81,2026-01-01T01:00,2984.32,1,-0.25,Signal flip
LONG,2026-01-01T01:00,2984.32,2026-01-01T04:00,2975.35,3,-0.4,Signal flip
SHORT,2026-01-01T04:00,2975.35,2026-01-01T05:00,2981.49,1,-0.31,Signal flip
LONG,2026-01-01T05:00,2981.49,2026-01-01T06:00,2975.89,1,-0.29,Signal flip
SHORT,2026-01-01T06:00,2975.89,2026-01-01T09:00,2984.0,3,-0.37,Signal flip
LONG,2026-01-01T09:00,2984.0,2026-01-07T11:00,3220.24,146,7.82,Signal flip
SHORT,2026-01-07T11:00,3220.24,2026-01-11T05:00,3099.32,90,3.8,Signal flip
LONG,2026-01-11T05:00,3099.32,2026-01-12T14:00,3105.41,33,0.1,Signal flip
SHORT,2026-01-12T14:00,3105.41,2026-01-12T15:00,3130.17,1,-0.89,Signal flip
LONG,2026-01-12T15:00,3130.17,2026-01-12T17:00,3104.88,2,-0.91,Signal flip
SHORT,2026-01-12T17:00,3104.88,2026-01-13T06:00,3134.41,13,-1.04,Signal flip
LONG,2026-01-13T06:00,3134.41,2026-01-15T19:00,3295.48,61,5.04,Signal flip
SHORT,2026-01-15T19:00,3295.48,2026-01-17T13:00,3303.88,42,-0.35,Signal flip
LONG,2026-01-17T13:00,3303.88,2026-01-19T00:00,3212.13,35,-2.88,Signal flip
SHORT,2026-01-19T00:00,3212.13,2026-01-22T02:00,3017.72,74,6.34,Signal flip
LONG,2026-01-22T02:00,3017.72,2026-01-22T13:00,2972.76,11,-1.59,Signal flip
SHORT,2026-01-22T13:00,2972.76,2026-01-24T03:00,2962.72,38,0.24,Signal flip
LONG,2026-01-24T03:00,2962.72,2026-01-25T01:00,2955.15,22,-0.36,Signal flip
SHORT,2026-01-25T01:00,2955.15,2026-01-26T14:00,2922.74,37,1.01,Signal flip
LONG,2026-01-26T14:00,2922.74,2026-01-29T03:00,2952.52,61,0.92,Signal flip
SHORT,2026-01-29T03:00,2952.52,2026-02-02T19:00,2331.54,112,26.53,Signal flip
LONG,2026-02-02T19:00,2331.54,2026-02-03T08:00,2315.77,13,-0.78,Signal flip
SHORT,2026-02-03T08:00,2315.77,2026-02-06T17:00,2067.01,81,11.93,Signal flip
LONG,2026-02-06T17:00,2067.01,2026-02-09T07:00,2065.74,62,-0.16,Signal flip
SHORT,2026-02-09T07:00,2065.74,2026-02-09T18:00,2130.67,11,-3.15,Signal flip
LONG,2026-02-09T18:00,2130.67,2026-02-10T05:00,2053.07,11,-3.74,Signal flip
SHORT,2026-02-10T05:00,2053.07,2026-02-12T10:00,1994.15,53,2.85,Signal flip
LONG,2026-02-12T10:00,1994.15,2026-02-12T16:00,1909.18,6,-4.36,Signal flip
SHORT,2026-02-12T16:00,1909.18,2026-02-13T11:00,1960.04,19,-2.69,Signal flip
LONG,2026-02-13T11:00,1960.04,2026-02-15T12:00,2011.0,49,2.5,Signal flip
SHORT,2026-02-15T12:00,2011.0,2026-02-17T00:00,1998.44,36,0.53,Signal flip
LONG,2026-02-17T00:00,1998.44,2026-02-17T06:00,1981.02,6,-0.97,Signal flip
SHORT,2026-02-17T06:00,1981.02,2026-02-17T20:00,1994.71,14,-0.79,Signal flip
LONG,2026-02-17T20:00,1994.71,2026-02-18T14:00,1974.66,18,-1.11,Signal flip
